StartMatrix : [16716, 1, 2090]
Stats : 35029096
AID	norel	lohi	lolo	hihi	hilo	eqv	opp
XIAP	7600	57	414	0	0	216	71
AKTIP	4869	9	490	1690	389	875	36
CD37	7310	0	16	728	263	41	0
C6orf32	8192	0	3	147	1	15	0
CTNNAL1	6174	22	998	718	197	237	12
FBXO9	8358	0	0	0	0	0	0
FAM46B	8292	0	2	37	2	25	0
CXCL2	7931	4	151	195	66	11	0
PTP4A2	6689	86	1132	14	1	360	76
AGTPBP1	6755	41	248	646	146	510	12
SAT2	8353	0	0	1	0	4	0
SNF8	7702	3	571	1	0	81	0
SPP1	8335	0	4	17	2	0	0
NDUFV2	6222	14	450	800	231	634	7
MTMR8	7307	189	1	9	381	141	330
SERINC3	5445	14	802	1178	315	577	27
DPP4	6969	0	30	1257	99	3	0
SCLT1	7026	22	387	440	35	436	12
ABI2	7803	8	360	94	1	91	1
CRLS1	5051	127	1544	132	20	1058	426
SVIL	6916	15	441	319	200	464	3
VPS13A	7086	4	173	790	234	63	8
RNF139	7012	17	558	291	22	402	56
CSNK2B	7631	38	515	1	0	155	18
HOXB3	8203	0	79	51	1	24	0
LSM14A	8300	2	41	0	0	15	0
CAB39	5669	7	288	1597	403	393	1
CRYBA1	7331	9	0	24	486	171	337
MRPL54	6685	6	309	516	137	701	4
C4orf41	4720	40	1434	1031	234	672	227
XYLT1	7264	2	244	550	143	152	3
FLJ22222	6542	53	835	56	5	603	264
SVIP	5538	95	1321	521	166	571	146
MTHFR	8358	0	0	0	0	0	0
CRABP2	7599	82	4	26	311	46	290
TRIM44	6941	9	491	602	120	180	15
EMILIN3	8036	0	2	276	40	4	0
TIMP2	7431	15	706	87	30	86	3
C1orf79	8223	2	52	33	27	21	0
KIAA1161	7402	3	52	548	290	60	3
POR	7432	7	635	24	4	256	0
GNA11	6684	1	265	705	547	146	10
METTL2A	5010	87	1564	571	120	695	311
HTATIP	6339	8	412	739	121	726	13
SLC6A10P	5393	312	45	28	1219	377	984
CHRDL2	8150	19	5	29	130	12	13
ZC3H13	5721	17	1066	731	238	536	49
LOC541469	6659	412	66	37	717	11	456
COG6	5212	94	1402	146	11	1072	421
ZNF131	7084	18	463	641	88	62	2
MTR	6033	127	1242	215	30	487	224
SLC22A18AS	7303	153	408	104	161	151	78
MASTL	6997	1	192	839	74	255	0
GCLC	5073	63	1555	356	58	877	376
GCLM	5032	69	1555	707	235	530	230
PTPN22	8161	0	10	175	3	9	0
PIGR	6198	0	193	1315	336	314	2
FUT1	8191	0	2	4	157	2	2
REPS1	7289	44	420	0	0	501	104
COLEC12	6608	0	77	1236	343	93	1
GTF2I	6125	22	1115	511	144	401	40
TNFSF14	8358	0	0	0	0	0	0
UNC5C	7979	2	29	144	185	16	3
CES1	7986	1	58	132	159	22	0
BOLA3	7473	39	464	0	0	340	42
PIP5K1B	7115	3	551	412	83	192	2
SETD2	6270	15	915	584	133	354	87
NRBF2	5965	10	923	803	139	493	25
RPL38	8346	0	2	4	5	1	0
TRAM2	5750	52	1048	95	4	1031	378
B4GALNT2	8123	0	3	152	80	0	0
MFSD2	8293	2	9	16	28	7	3
FLJ39632	7954	0	0	15	189	16	184
FTSJ1	4953	51	1514	420	75	973	372
ISG20	7976	0	105	230	35	12	0
TNN	8358	0	0	0	0	0	0
SCAMP5	6645	152	11	20	881	209	440
VEGFC	8251	0	37	50	1	19	0
SCUBE2	7808	0	4	481	65	0	0
PSD3	7491	57	228	394	140	44	4
SHROOM1	7851	11	45	217	217	11	6
KIAA0415	6728	0	0	170	915	113	432
PAPPA2	8355	0	0	0	0	0	3
MGC34829	7645	67	0	7	295	115	229
ATP7B	7318	35	306	327	82	287	3
SLC1A4	5003	67	1572	710	218	581	207
FECH	7259	0	154	655	37	243	10
PLXNA4	8142	0	0	2	77	32	105
RBM33	6531	12	712	610	132	316	45
CALU	6575	7	180	994	240	359	3
N4BP2	6734	27	497	669	84	338	9
CARS	7188	23	435	186	200	315	11
hCG_21078	7009	32	563	234	50	460	10
EDNRB	6345	0	301	1382	312	17	1
RBMY3AP	5265	813	178	29	1392	328	353
CDH11	5778	5	818	1213	366	169	9
GOLGA4	7656	0	244	37	3	381	37
SMCHD1	7000	7	468	476	87	306	14
COL6A3	7941	0	130	219	52	16	0
LOC440905	6694	140	5	16	736	189	578
LOC727738	8358	0	0	0	0	0	0
ARIH1	5535	163	1376	87	4	860	333
SERPINF1	6764	2	348	1047	95	102	0
MED28	6591	37	752	155	30	572	221
SLC25A5	7740	19	379	1	0	208	11
CSAD	8258	0	16	48	1	35	0
TMEM45A	7898	0	108	328	14	10	0
NHLRC2	6982	46	670	113	4	358	185
SHOC2	6873	144	1048	9	0	234	50
ABCC13	7627	0	33	613	85	0	0
CXADR	6211	1	111	1374	342	319	0
JMJD1A	6579	21	804	596	144	175	39
MOCOS	7157	9	421	426	88	254	3
GNB1	5665	77	1192	441	26	739	218
SLAIN1	8310	0	0	48	0	0	0
ENY2	7365	5	249	464	35	230	10
APOBEC2	7039	76	4	12	442	204	581
MOSPD1	5607	25	1068	514	100	743	301
THEX1	5949	12	594	872	200	698	33
ZNF317	6954	1	57	844	286	212	4
EGLN1	7000	118	909	31	1	253	46
ASL	7210	3	824	159	19	142	1
SNX3	6786	59	935	13	1	417	147
NMT2	6915	22	506	584	132	191	8
LOC100130456	5750	356	33	15	1080	275	849
CSNK1G3	7167	102	685	96	10	236	62
DCXR	6627	2	535	646	99	444	5
ZNF331	8147	0	211	0	0	0	0
STT3A	6625	3	291	1177	89	173	0
ARPC1A	6465	36	880	110	8	754	105
TRIO	7753	55	2	11	373	55	109
NBN	6045	207	1232	3	0	671	200
RPL26L1	6534	22	586	451	87	643	35
LOC100130100	5865	3	661	1324	267	236	2
EXOSC10	8282	0	47	4	1	23	1
PTAR1	6879	60	724	269	57	307	62
FAM71A	5862	482	55	45	1087	372	455
HOXB6	8071	2	56	99	124	6	0
DDX50	6775	116	816	0	0	523	128
KCNJ8	7745	337	148	6	81	7	34
TFF1	8234	0	73	47	3	1	0
MYCNOS	7589	10	1	14	496	37	211
ALDH1A3	7883	2	161	246	29	37	0
MED21	4872	80	1681	219	49	1025	432
PHF14	5971	138	1306	206	70	518	149
PSMG4	6494	5	229	1116	176	333	5
RCAN3	6455	154	922	3	0	637	187
CCDC74B	8043	0	0	4	34	25	252
ZNF805	7188	0	6	489	551	122	2
IRG1	6077	262	17	17	1122	236	627
MYH14	7781	1	12	249	295	20	0
TUSC3	7765	0	112	313	165	3	0
AGPAT2	7429	68	466	58	98	210	29
SFRS2IP	4705	28	1019	1092	243	1038	233
SART3	6041	29	982	435	127	548	196
BHLHB3	7758	0	273	258	50	19	0
TMEM135	5467	24	1098	942	241	472	114
RHOH	7997	0	95	156	44	66	0
MGC70870	7878	17	183	166	17	93	4
THAP10	6721	0	126	1099	166	242	4
CD58	6669	82	1030	16	1	453	107
FCGR3A	7331	0	10	923	92	2	0
PI4KB	6122	13	532	868	201	617	5
GALNT6	6714	2	97	732	702	99	12
CDC42EP1	7197	1	63	801	200	95	1
FGD4	7091	7	669	325	82	174	10
ATG12	5210	109	1590	265	20	753	411
ACTR1B	8358	0	0	0	0	0	0
LOC100130264	6393	325	15	14	862	236	513
C14orf64	7834	0	0	20	141	47	316
XPO7	6057	1	207	1145	363	577	8
PSCDBP	7130	0	203	933	67	25	0
UBE2J1	4644	71	1705	688	122	732	396
IL27RA	7886	13	365	61	6	27	0
ELK4	8066	16	1	3	91	111	70
MEIS2	7967	0	128	196	28	39	0
FLJ22596	7597	0	0	7	141	123	490
CDCA5	7172	64	240	372	92	386	32
TMEM133	7121	13	620	334	84	178	8
PRPF8	8153	0	125	39	1	40	0
MAPRE1	5027	21	998	1227	306	666	113
EARS2	7239	56	526	317	45	158	17
SSX3	8358	0	0	0	0	0	0
NLRP5	7816	1	0	18	279	61	183
ZNF627	5380	15	705	1266	319	641	32
RFK	7329	3	445	337	52	186	6
KALRN	8026	0	188	62	3	79	0
PLA2G4A	6858	0	140	1179	180	1	0
TGFBR3	7686	1	198	426	24	22	1
CXCR7	7730	0	107	443	40	38	0
ARHGAP15	7235	0	156	570	235	161	1
SHANK2	7228	1	50	286	715	52	26
AOC3	7413	1	66	236	605	33	4
NOLA2	6264	9	454	797	175	653	6
HSD17B6	7579	0	38	654	33	54	0
POLR2J4	7951	86	45	24	197	48	7
RAD23B	6794	88	1116	14	1	290	55
SLC4A11	8127	0	1	129	99	2	0
ANKRD32	6905	16	200	773	98	360	6
CEP170	7441	3	532	245	92	44	1
XBP1	5586	60	1283	772	251	354	52
GP1BB	7474	14	1	31	344	84	410
GSX1	5138	414	57	32	1474	408	835
ANXA13	8195	0	16	138	9	0	0
CYP2S1	6601	1	95	1276	299	86	0
TMEM145	7924	0	0	6	129	63	236
LOC692247	6393	190	9	15	694	286	771
MTX1	7604	22	508	4	0	205	15
GINS1	7166	12	406	488	39	245	2
TRIM59	6762	5	232	859	135	362	3
PSMD1	5242	168	1728	224	27	724	245
ADCY5	7673	0	0	4	44	101	536
FAM43A	8338	0	6	14	0	0	0
ABHD3	7054	9	506	548	66	175	0
YIF1B	6979	86	367	130	144	587	65
SPRED1	5484	12	712	1474	421	221	34
CUTA	8050	5	115	0	0	169	19
EFNA1	8209	0	79	60	9	1	0
HERC2P2	8179	1	77	43	31	27	0
TM7SF3	6708	82	790	8	0	629	141
PGM2	6796	82	740	343	54	337	6
SCAND1	7921	16	296	4	0	119	2
CERK	7500	25	666	37	83	37	10
GPRIN2	8296	0	6	48	5	3	0
TAF4B	7447	55	316	233	37	262	8
MRPS18A	6658	17	430	802	97	336	18
GPSN2	7329	92	684	31	0	181	41
TNFSF13B	7441	0	111	637	60	109	0
HLA-DMB	7306	0	75	806	42	129	0
SNX10	6933	9	350	839	86	139	2
ENAH	6330	29	781	710	210	294	4
ZNF160	6627	617	141	36	810	57	70
C19orf21	7441	37	44	237	480	75	44
MORN2	6967	0	169	688	38	495	1
SR140	6703	179	943	0	0	420	113
C3orf28	7907	0	275	45	0	131	0
METAP2	5910	201	1344	18	2	669	214
TDG	6813	20	189	421	515	308	92
C3orf14	7512	1	214	525	106	0	0
TMEM98	5563	6	316	1652	260	557	4
TUBB2A	8312	0	41	4	0	1	0
SYTL1	7520	12	318	328	66	112	2
LSDP5	5173	101	5	92	1433	450	1104
PILRB	8142	2	79	14	94	27	0
FAM116A	7760	25	287	64	5	128	89
GRPEL1	6912	75	746	4	0	509	112
KIAA1604	7257	8	470	136	2	472	13
CYP4F2	7910	18	6	162	250	2	10
APC	6736	4	368	979	170	98	3
LOC145786	8232	0	0	1	118	5	2
ZIC1	8358	0	0	0	0	0	0
DDX60L	7915	3	108	273	13	46	0
CORO1C	7800	45	396	8	1	77	31
LRRCC1	6927	9	352	808	135	125	2
LXN	7340	10	573	294	21	115	5
SMG7	8264	1	27	60	3	2	1
DNAI2	7382	158	2	30	289	166	331
PCSK1	8006	0	1	241	110	0	0
TMEM14A	5998	137	1179	26	2	745	271
NPTX1	8337	1	2	6	3	8	1
SPATA7	6960	5	150	963	92	187	1
ZNF828	6779	8	660	385	75	443	8
ARHGAP29	7676	6	349	276	17	33	1
RSBN1L	6601	6	390	373	87	822	79
OTUD6B	5488	19	1049	979	377	413	33
FAM20B	6285	1	156	1597	257	62	0
LOC100132881	8292	0	49	14	2	1	0
ATP6V1D	6405	8	785	578	112	465	5
LOC284661	7628	15	1	53	343	80	238
ANAPC5	5961	82	1138	136	11	827	203
KIAA0355	6886	2	103	570	583	181	33
MGAT4A	7569	25	463	92	118	88	3
RPS15	8358	0	0	0	0	0	0
HPS3	5043	25	1025	992	231	762	280
CCDC68	7146	5	223	559	270	154	1
SPINK1	7205	3	633	443	28	46	0
C1orf218	7030	4	499	561	94	168	2
PLEK	7516	1	330	376	42	93	0
PLCH1	7479	5	183	543	104	43	1
C12orf30	6927	3	66	409	736	136	81
PLAA	4950	82	1544	407	81	898	396
SH2B3	7742	1	365	203	26	21	0
TUSC4	5915	30	883	353	40	938	199
ATP2A3	7039	21	179	513	269	322	15
NEK8	8172	0	0	4	57	29	96
FAIM3	7874	0	15	229	193	47	0
KANK1	8347	1	10	0	0	0	0
GPRIN3	6651	4	113	1374	110	104	2
TMTC4	6056	153	1144	6	0	728	271
MINA	5529	85	1224	295	59	914	252
COL4A2	6775	23	419	399	198	537	7
PAK6	7742	20	61	215	180	127	13
MGC52282	7758	0	0	27	196	71	306
C18orf21	6511	19	688	335	59	689	57
RPS21	7493	119	220	218	165	108	35
KIAA1600	6904	30	272	364	384	333	71
C3orf23	5461	8	473	1704	417	292	3
TCEAL2	8275	0	0	64	0	19	0
NID2	7048	4	121	1047	125	13	0
HMGN3	6974	105	763	78	21	330	87
TRAK2	6619	1	268	1132	117	221	0
MRC2	8186	2	169	0	0	1	0
ATF6	5689	37	1133	831	286	358	24
LOC646208	5595	2	290	1486	312	660	13
PP9284	7958	0	65	134	148	52	1
LRP5	7045	55	425	163	177	472	21
DDHD2	6997	65	631	12	1	530	122
CSNK1D	7506	6	366	87	14	362	17
CA13	7841	62	264	135	10	45	1
CXorf45	8044	0	129	103	28	54	0
EPS8L1	8093	0	0	64	190	11	0
SQRDL	7602	7	450	142	5	146	6
SLC19A3	7797	0	1	509	51	0	0
PRPS1	6760	5	175	1208	82	128	0
C16orf52	7178	17	523	300	27	296	17
FZD8	7688	10	244	327	50	38	1
SLC27A2	6901	1	376	886	113	81	0
CSTB	6928	2	443	287	39	651	8
TULP1	6163	270	32	13	900	302	678
PTER	5229	107	1466	501	166	669	220
EIF2C2	5836	7	361	1412	262	476	4
FIBIN	8123	1	35	103	77	18	1
FAM70A	7725	0	8	582	24	19	0
RNFT1	6129	8	526	1175	238	264	18
VASH1	7613	221	6	33	206	96	183
FRAS1	8282	0	12	56	8	0	0
PEBP1	8358	0	0	0	0	0	0
PDLIM1	7806	41	420	0	0	91	0
ZNF367	6936	29	337	642	69	340	5
LOC415056	8030	10	0	19	161	75	63
ATP6V1B2	6678	47	800	211	15	483	124
NAPA	5966	15	393	1038	287	655	4
SCGN	7581	18	240	176	279	51	13
ISCA2	6103	37	732	227	31	1008	220
ACTRT2	6462	160	18	20	737	315	646
ASAH1	7549	35	462	0	0	258	54
SLC28A2	8310	0	0	47	1	0	0
LOC284356	7700	195	39	9	385	2	28
RECK	7172	0	222	679	124	161	0
LSM3	5761	7	322	703	112	1381	72
SLC6A14	8173	0	1	144	40	0	0
CEP97	7222	35	173	593	88	237	10
NEO1	7239	2	332	653	61	71	0
DHFR	6431	0	80	1570	148	129	0
KIFAP3	5252	22	1349	506	64	898	267
PEBP4	6633	393	11	33	609	356	323
MANBAL	7053	15	532	252	13	378	115
UNC93B1	6759	8	193	619	185	586	8
C1orf59	6951	2	51	856	291	203	4
NLK	7117	15	469	322	45	365	25
EDEM3	5354	11	1077	1293	405	199	19
LOC400099	7695	24	128	129	245	111	26
STX6	6391	116	882	4	0	731	234
SLC25A37	7098	23	369	280	198	375	15
WBSCR23	5775	126	7	32	1023	301	1094
C6orf120	5110	24	1124	952	240	736	172
RSPH1	8240	22	65	17	6	8	0
TAF1	8100	2	180	16	6	51	3
LOC100132990	6431	4	444	1088	164	220	7
NOMO1	7023	21	700	22	0	489	103
CDC5L	5811	1	213	1389	356	585	3
CDC42EP5	6869	9	793	298	93	295	1
XTP3TPA	8327	0	11	0	0	20	0
METT5D1	6323	6	326	1196	207	295	5
ADAMDEC1	6596	0	131	1185	372	73	1
SLC25A40	5747	86	1123	44	2	991	365
CKLF	5151	44	1170	1066	266	502	159
CRISPLD2	7658	0	212	342	38	108	0
FBXL18	8204	0	0	2	56	10	86
HIST1H2BD	7892	1	258	164	3	40	0
KPNB1	7119	26	684	159	50	299	21
APEH	6117	46	1293	132	6	588	176
MIB1	6246	134	1007	20	0	720	231
RGS1	7776	6	208	297	47	23	1
SYTL2	7878	7	398	18	0	57	0
ATP5B	7639	24	481	4	0	173	37
APOA1	6270	130	15	17	855	290	781
ANKLE2	7566	41	342	226	36	141	6
EVI2B	6819	0	283	950	169	137	0
ELA3A	8345	0	0	0	12	0	1
CLDND2	8358	0	0	0	0	0	0
KRTAP8-1	8190	0	0	5	76	21	66
IL10RB	6512	19	1158	317	56	280	16
DNAJC12	7751	0	46	521	39	1	0
CCR2	7356	0	27	844	79	52	0
PCCB	6535	79	841	129	6	640	128
KIDINS220	7612	31	388	90	4	203	30
TRAPPC3	5871	11	427	984	257	804	4
SLC35E3	6915	14	309	556	54	495	15
DNAJB1	5745	6	305	1349	318	628	7
SLC38A2	7109	61	576	0	0	522	90
PLEKHG5	5344	910	272	17	1118	166	531
TSHZ1	7282	32	629	228	38	129	20
STCH	5034	13	888	1582	414	411	16
AEBP1	7859	88	78	57	190	37	49
BAT2D1	7948	46	164	161	17	18	4
ORMDL3	7186	27	97	660	283	96	9
C12orf48	6862	7	237	766	146	338	2
RPGRIP1L	7303	0	17	683	279	75	1
GLRX	6588	20	885	327	153	380	5
TOPBP1	6920	115	713	5	0	481	124
KLK15	8062	0	7	282	7	0	0
FAM72A	7790	8	296	129	9	125	1
COMMD2	6174	11	527	945	193	492	16
WEE1	7000	19	851	214	65	193	16
ZCCHC2	7503	0	68	707	74	6	0
DNAJC21	5236	82	1679	355	51	618	337
MGC5618	6680	33	1051	97	19	364	114
DLG3	6696	0	86	1096	131	347	2
CCDC53	5813	42	1136	597	87	601	82
LOC201725	6730	4	298	940	160	225	1
LOC90113	8358	0	0	0	0	0	0
TMEM55A	7609	2	189	449	50	59	0
RPS24	8181	0	34	88	36	19	0
GALNT7	5573	186	1404	200	14	702	279
CRTC1	7663	115	1	9	135	132	303
HLA-DOB	8184	0	26	51	56	41	0
OBFC1	8317	0	22	0	0	19	0
NME1-NME2	6979	11	689	403	49	225	2
FRZB	7102	1	184	976	85	10	0
WARS	6012	6	354	1081	202	696	7
ZNF274	7144	13	712	213	55	183	38
NCF4	7139	1	48	983	124	62	1
KLF12	6930	4	439	718	218	46	3
AIM2	8077	0	27	149	51	54	0
AUP1	8355	0	2	0	0	1	0
GPHN	6247	142	1043	14	0	684	228
JARID1D	8325	0	0	10	15	8	0
ZNF623	7591	3	73	515	32	143	1
YPEL3	7525	2	83	549	161	36	2
LTV1	6470	120	1058	8	0	564	138
NTRK1	7577	240	9	13	207	138	174
CDYL	4847	12	534	1513	352	1051	49
B4GALNT4	8138	49	0	14	74	34	49
CD47	6849	73	802	6	1	544	83
VCP	7005	10	678	249	84	331	1
CCDC93	8077	2	86	72	10	110	1
BRI3BP	6561	112	812	95	17	575	186
CPEB4	5539	32	1229	866	265	213	214
WDFY1	6403	50	1215	174	31	395	90
GLRX2	7221	4	377	265	35	421	35
NDUFS1	5170	36	1226	1154	422	274	76
MRPL53	6713	8	665	441	100	371	60
PPIC	8333	0	14	0	0	11	0
WNT6	5803	425	41	21	951	418	699
ZSCAN10	7258	29	1	22	261	222	565
ZNF610	8356	0	0	1	1	0	0
PGRMC1	5551	7	310	1475	427	585	3
TSFM	7064	10	353	562	46	317	6
AP1S1	6682	15	242	639	227	547	6
NRXN2	7810	90	14	6	272	63	103
DDX31	6950	41	200	602	191	360	14
CYP3A4	8076	0	0	142	140	0	0
RAB5C	6359	17	340	702	283	652	5
CUL2	7378	8	358	275	29	300	10
ZDHHC13	6447	83	777	66	1	761	223
XPNPEP2	7650	3	0	194	509	0	2
PRCP	6270	73	918	301	29	628	139
EVX1	6290	132	22	43	813	209	849
PDIA3	6987	17	868	158	91	233	4
LOC644315	6669	22	777	435	77	374	4
XRN1	6946	82	763	55	2	380	130
LOC388272	6595	7	441	686	152	463	14
EXOSC3	6443	1	222	1216	122	352	2
TRIM31	6442	0	84	1520	265	47	0
CAPN1	7720	2	428	43	1	164	0
ATP5H	6826	64	628	258	168	391	23
CD3D	7702	3	106	316	142	75	14
CCNYL1	7057	0	139	915	155	91	1
IL27	8112	0	0	1	24	34	187
TRBC1	7398	0	146	640	100	74	0
FAM152B	6756	2	194	951	96	357	2
C14orf139	7256	65	587	90	195	121	44
KIAA1370	7403	34	622	83	12	191	13
GZF1	6493	10	574	549	116	596	20
C1orf67	6936	4	97	557	322	438	4
UXT	7257	42	719	8	0	290	42
C12orf35	8107	0	44	191	13	2	1
GIMAP6	6634	0	185	1164	184	191	0
GNRH1	8314	0	0	41	1	2	0
TCTN2	8355	0	0	0	0	0	3
NARG1L	7388	12	431	172	29	306	20
LOC100128936	8358	0	0	0	0	0	0
HBP1	7450	4	526	210	12	147	9
SLC9A3	8285	0	0	32	41	0	0
HPYR1	7275	69	5	14	677	108	210
PDCD7	6811	3	0	115	797	144	488
IDE	6922	0	12	663	570	185	6
LOC100129346	6952	23	1	35	807	169	371
GMPR	7845	5	70	107	303	26	2
MAF1	8261	1	75	0	0	21	0
CXorf23	6493	7	489	870	222	265	12
DQX1	8254	0	11	48	36	9	0
TMEM128	5933	20	1097	182	13	885	228
PIGC	5600	4	263	1583	289	613	6
ZNF230	7279	0	2	476	510	91	0
PI4K2B	6445	40	415	577	92	713	76
DOK4	6856	396	713	37	116	127	113
ACTL6A	6028	173	1150	8	0	744	255
PRKD1	8105	0	47	160	14	32	0
LARP4	7095	114	589	0	0	444	116
SMPX	8317	0	0	25	0	16	0
KLRF1	8358	0	0	0	0	0	0
RPL28	6922	72	496	247	97	503	21
NCOA3	7090	65	736	18	0	367	82
LOC92497	8158	1	42	45	63	49	0
PSMD8	6292	7	270	718	120	942	9
ZNF323	7488	21	145	483	51	169	1
TMEM179	8273	0	0	14	12	48	11
KCTD20	5737	9	550	1411	267	381	3
NRG2	8150	0	1	7	136	38	26
SKP1	6000	17	599	774	162	783	23
C14orf169	6394	23	993	204	8	511	225
ZNF567	6975	2	123	943	107	202	6
NAT12	5711	15	735	766	213	888	30
TRIM27	6011	2	236	1229	311	565	4
SPAG10	7794	0	0	5	122	52	385
LOC253012	6846	0	162	1171	176	3	0
PAIP2	5924	6	386	1140	228	668	6
YARS	7610	20	305	48	1	373	1
ZNF473	7900	4	15	200	102	122	15
NSMCE4A	5674	7	455	1227	232	752	11
SCO1	5853	13	426	625	90	1256	95
GOLM1	7996	2	320	29	0	11	0
PDGFD	6605	0	177	1313	195	68	0
RNF24	7624	6	97	124	376	121	10
UQCR	7617	41	518	1	0	167	14
FLJ25076	7797	0	8	482	49	22	0
TCF4	7731	5	487	71	20	44	0
BOC	8015	15	90	62	122	47	7
FAM114A1	7463	1	387	427	37	41	2
C1QB	7250	2	260	714	60	71	1
SOX15	7201	439	55	15	447	25	176
ZDHHC2	4950	16	1079	1427	457	397	32
C17orf73	7304	1	248	708	70	27	0
HNRNPM	5853	27	1133	434	28	704	179
CLEC2B	6800	0	197	1153	101	106	1
HCK	7377	0	49	815	42	75	0
HK2	8089	0	34	146	81	8	0
SDCBP2	7285	55	361	191	257	175	34
KLK10	7592	0	4	362	398	2	0
ITM2A	6909	2	345	889	194	18	1
FAM156A	7889	18	27	32	289	67	36
SP5	7411	53	143	105	480	55	111
SS18L2	8358	0	0	0	0	0	0
LMTK3	7541	0	0	46	371	82	318
ECHDC2	7819	13	55	162	257	39	13
PAPOLG	6151	8	582	1001	210	397	9
REXO2	6769	8	172	507	272	597	33
PLEKHB2	6363	12	1055	609	142	167	10
C9orf53	7024	106	3	34	639	131	421
TUBB2C	7058	17	807	90	115	269	2
DNMBP	7971	0	1	358	18	10	0
DSCC1	7314	0	113	487	218	225	1
MDFIC	6677	1	446	1051	159	24	0
KCTD9	6337	27	1032	342	107	430	83
DAP	5132	35	1278	803	136	701	273
SLC22A23	8007	8	199	36	32	73	3
TNRC6A	5875	37	1123	368	64	562	329
PACRG	6276	163	12	13	962	256	676
ZNF254	7357	0	6	433	483	79	0
PRAP1	7909	12	14	231	190	0	2
RNF125	7147	17	738	261	55	131	9
MTRF1	7758	0	5	276	281	37	1
WARS2	6424	37	630	937	131	191	8
RICS	7630	110	231	245	108	31	3
PPA2	5147	36	1136	1201	350	452	36
LYSMD3	5351	20	901	1201	338	484	63
PHF2	6988	11	522	201	4	453	179
JRKL	5976	5	514	1207	226	422	8
AKAP13	8099	0	49	116	66	27	1
CAPNS1	6685	22	762	295	145	442	7
PTPRH	7381	84	201	145	330	168	49
SPINT1	6899	46	836	104	154	304	15
RICH2	7668	3	281	312	49	44	1
CEP164	8181	2	49	26	85	15	0
PHACTR2	6450	126	1282	7	1	379	113
HAS3	8211	1	53	7	86	0	0
ANKRD22	6993	104	610	345	53	241	12
SLC16A9	7982	0	18	323	34	1	0
C9orf128	8358	0	0	0	0	0	0
EIF3D	5759	80	1137	137	24	1016	205
HDAC4	7159	0	68	405	617	94	15
SLC9A6	6367	92	949	154	9	538	249
MGC3196	7430	52	199	223	275	147	32
EFHC1	8221	0	15	104	4	14	0
MAMDC2	7254	0	209	509	251	135	0
PSMD4	5176	5	510	1406	340	887	34
LOC100132005	6578	316	34	7	692	143	588
RNASE6	6445	0	193	1449	175	96	0
ZNF426	7278	0	47	950	13	70	0
ALS2CL	8018	0	2	71	247	19	1
CEBPD	7840	5	415	34	5	55	4
SMA4	8291	0	25	24	0	18	0
COMMD10	5713	209	1456	26	3	683	268
TMPO	7145	114	608	0	0	382	109
SLC22A4	7377	0	14	614	340	13	0
IFRD1	8138	6	189	7	6	9	3
TPRG1L	7344	62	729	13	1	198	11
MSH3	6448	42	463	702	95	565	43
CSTA	8195	0	108	54	1	0	0
ATP5G2	6541	7	371	513	153	768	5
CTSK	6432	3	534	1010	270	107	2
MLLT11	8185	0	51	76	40	6	0
RASGRP2	7722	136	48	53	354	22	23
EIF3C	6619	25	891	316	40	417	50
PPP1R9B	8251	0	0	6	49	18	34
OGFOD1	5730	13	718	1178	309	407	3
NDUFB9	7032	4	865	138	23	294	2
TUBB6	7869	1	444	29	5	10	0
BIRC5	7386	13	248	426	31	251	3
ANP32E	6540	156	950	1	0	529	182
SMARCAD1	6517	68	846	105	5	686	131
HOXD13	8279	0	0	77	2	0	0
GPN3	6370	6	303	809	170	685	15
DDX3Y	8328	0	0	0	21	8	1
KIF2C	6988	1	35	1058	172	103	1
TMEM39A	5867	52	911	369	42	844	273
FAM103A1	5906	115	1159	58	17	852	251
WDR44	7511	16	338	365	31	96	1
NDUFB8	7040	7	432	145	28	701	5
SLC7A1	6606	81	772	166	33	549	151
NDUFS8	6606	15	405	557	187	584	4
MRPL9	6747	162	887	0	0	429	133
CD1D	7681	0	132	380	149	16	0
GGPS1	6663	7	260	665	72	684	7
LOC100132832	8335	0	0	18	5	0	0
TLR1	7504	0	42	727	43	42	0
ZCCHC7	8254	0	83	7	2	12	0
WDSUB1	5851	16	837	922	264	429	39
FAM98B	6161	222	1235	3	0	547	190
FAM55D	8100	4	214	30	4	6	0
ATP6V0C	7197	8	716	115	9	312	1
CLGN	8133	2	22	147	36	16	2
LOC100131262	7550	4	125	396	197	85	1
GTF2H1	6378	23	836	508	176	399	38
MOXD1	8000	0	14	277	28	39	0
USP6	7667	0	0	5	142	36	508
ZMYND8	8040	0	191	73	0	54	0
SLC30A1	7324	34	688	89	8	193	22
ARRDC3	4828	21	1363	1245	323	459	119
SPEN	8120	0	41	170	24	3	0
FFAR1	8358	0	0	0	0	0	0
S100A2	7472	9	66	261	481	63	6
MAP2	7279	50	0	19	322	154	534
TUBB3	7092	22	550	122	134	431	7
PRKAA2	7894	0	34	381	41	8	0
SIPA1L2	7598	5	418	148	21	160	8
NCOA2	6680	0	8	1433	195	42	0
PTGER4	8140	5	185	0	0	28	0
ZNF701	7560	0	78	41	610	48	21
BLOC1S1	6919	31	587	218	217	371	15
MXRA7	8168	1	145	32	1	11	0
GRIN1	7748	108	32	6	238	78	148
TMEFF2	7841	128	12	3	361	1	12
CSE1L	5846	229	1399	9	1	655	219
