name	pValue	fdr
Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)	0.0618846966388	0.277393456108
Signaling by MST1	0.0618846966388	0.277393456108
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	0.0618846966388	0.277393456108
Metabolism of ingested MeSeO2H into MeSeH	0.0693483640271	0.277393456108
Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)	0.0693483640271	0.277393456108
MET Receptor Activation	0.0693483640271	0.277393456108
CREB3 factors activate genes	0.0693483640271	0.277393456108
Disinhibition of SNARE formation	0.076753171652	0.286934726305
Nef Mediated CD4 Down-regulation	0.076753171652	0.286934726305
Activated NTRK2 signals through CDK5	0.076753171652	0.286934726305
Electron transport from NADPH to Ferredoxin	0.076753171652	0.286934726305
Ca2+ activated K+ channels	0.076753171652	0.286934726305
Cation-coupled Chloride cotransporters	0.076753171652	0.286934726305
Uptake and function of diphtheria toxin	0.076753171652	0.286934726305
RHO GTPases Activate Rhotekin and Rhophilins	0.076753171652	0.286934726305
Activated NTRK2 signals through FYN	0.0840995795797	0.286934726305
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	0.0840995795797	0.286934726305
Ion channel transport	0.0847771955256	0.286934726305
Transport of small molecules	0.0852634579364	0.286934726305
Cell Cycle, Mitotic	0.0865169053081	0.286934726305
