name	pValue	fdr
G1/S Transition	0.000464233123951	0.00928466247901
Resolution of D-loop Structures through Holliday Junction Intermediates	0.000712785836493	0.0135429308934
Mitotic G1-G1/S phases	0.000771653512413	0.0146614167358
Resolution of D-Loop Structures	0.000834747119689	0.0158601952741
Signaling by Rho GTPases	0.000993437996878	0.0178818839438
S Phase	0.00111013157672	0.0199823683809
Transcriptional Regulation by TP53	0.00140995567766	0.0239692465203
Presynaptic phase of homologous DNA pairing and strand exchange	0.0014959942898	0.0254319029265
Nucleosome assembly	0.00171443043043	0.0274308868869
Deposition of new CENPA-containing nucleosomes at the centromere	0.00171443043043	0.0274308868869
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	0.00177602295464	0.0284163672742
Major pathway of rRNA processing in the nucleolus and cytosol	0.00195283494693	0.0312453591509
rRNA processing in the nucleus and cytosol	0.00209530585298	0.0335248936476
Polo-like kinase mediated events	0.00253732304223	0.0380598456334
rRNA modification in the nucleus and cytosol	0.00257906749556	0.0386860124334
Homology Directed Repair	0.002654627114	0.03981940671
Protein localization	0.00321186461482	0.0449661046075
DNA Replication Pre-Initiation	0.00331812906121	0.046453806857
APC-Cdc20 mediated degradation of Nek2A	0.00360930273735	0.0505302383229
DNA Repair	0.0043066702224	0.0602933831137
TP53 Regulates Transcription of Cell Cycle Genes	0.00519447583463	0.0704346717584
rRNA processing	0.00541805167372	0.0704346717584
Regulation of TP53 Activity through Phosphorylation	0.00559713270572	0.0727627251744
Peroxisomal protein import	0.00618525833442	0.0804083583474
Kinesins	0.00673141562703	0.0875084031514
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	0.00900032727657	0.108003927319
Inactivation of APC/C via direct inhibition of the APC/C complex	0.00900032727657	0.108003927319
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.00900032727657	0.108003927319
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	0.00990625946008	0.112081823548
CDC6 association with the ORC:origin complex	0.0101892566862	0.112081823548
Extension of Telomeres	0.0102151640725	0.112366804797
G2/M Checkpoints	0.0103099224393	0.113409146832
APC/C-mediated degradation of cell cycle proteins	0.0113595010418	0.124954511459
Regulation of mitotic cell cycle	0.0113595010418	0.124954511459
Resolution of Abasic Sites (AP sites)	0.013640184794	0.150042032734
PCNA-Dependent Long Patch Base Excision Repair	0.0143515022997	0.157866525296
Organelle biogenesis and maintenance	0.0176618525157	0.176618525157
DNA Double-Strand Break Repair	0.0187532825139	0.187532825139
HDR through Single Strand Annealing (SSA)	0.0213156908603	0.213156908603
FBXW7 Mutants and NOTCH1 in Cancer	0.0245218283655	0.244108193608
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	0.0245218283655	0.244108193608
Polymerase switching	0.0271231326231	0.244108193608
Leading Strand Synthesis	0.0271231326231	0.244108193608
Fanconi Anemia Pathway	0.0280796985693	0.252717287124
COPI-dependent Golgi-to-ER retrograde traffic	0.0302659083248	0.272393174923
Polymerase switching on the C-strand of the telomere	0.031609136513	0.284482228617
APC/C:Cdc20 mediated degradation of mitotic proteins	0.0330085475231	0.291667056374
Switching of origins to a post-replicative state	0.03371329763	0.291667056374
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0.0350439434947	0.291667056374
TP53 Regulates Transcription of Death Receptors and Ligands	0.0364583820467	0.291667056374
Recognition of DNA damage by PCNA-containing replication complex	0.0370914950991	0.296731960793
RNA polymerase II transcribes snRNA genes	0.037460334217	0.299682673736
Telomere Maintenance	0.0393602021333	0.314881617066
Base Excision Repair	0.0402305678472	0.321844542778
TRAIL  signaling	0.0413906963634	0.331125570907
Phosphorylation of Emi1	0.0413906963634	0.331125570907
SUMOylation of DNA replication proteins	0.0522163379242	0.417730703393
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0.0531312202056	0.425049761645
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	0.0531312202056	0.425049761645
Assembly of the pre-replicative complex	0.057758988559	0.462071908472
APC/C:Cdc20 mediated degradation of Cyclin B	0.065941708431	0.474577343199
